1418	
	0.1024939109	0.1661971646	0.09176102135	0.0836983469	-0.1078341894
	-0.0754346417	-0.08710066907	-0.08807831845	-0.08679946266	-0.07921444
	0.1082108995	1.626029479e+30	3.751333201e+30	3.852016719e+30	-0.06034172286
	-0.09143364009	-0.08976435034	2.604852078e+30	2.624462701e+30	3.679598762e+30
	2.00416903e+30	1.705225406e+30	2.741118454e+30	-0.08012695347	-0.05676635631
	-0.1028257007	-0.05829618918	0.1428853587	5.618630207e+30	0.1033901873
	6.032148274e+30	-0.06560081827	-0.1439783534	-0.08955087199	-0.09315915355
	5.858412057e+30	-0.07109971478	0.1625823657	0.1230613066	0.082513885
	-0.1607719284	-0.09170601464	-0.1098919536	-0.1394079324	-0.08255094231
	-0.09554763959	0.1054884697	4.441429476e+30	4.81725698e+30	-0.1248909267
	-0.1245332191	-0.09913404747	-0.07534191566	-0.1107993193	4.486426278e+30
	0.1012106157	-0.1229207488	-0.0779637931	-0.09821659238	5.285155639e+30
	0.08541635392	0.1196528508	0.07826147328	0.1004874852	-0.06256566444
	-0.07819466288	-0.09525158902	-0.05141434305	-0.07629622465	-0.0801261053
	0.1144603988	0.0845305706	0.1529102117	-0.08562431259	-0.08020736201
	-0.08082433653	-0.08032378781	-0.1197017141	-0.09369006121	0.1003294176
	0.1388591965	-0.06145472316	-0.09496301687	-0.09295208535	-0.1204879816
	-0.07800497815	0.09637635293	-0.07358549445	-0.100702304	-0.1019143324
	-0.09155821336	0.111831379	0.07993671433	4.564957365e+30	5.050641823e+30
	-0.08179820825	-0.06750818566	-0.103376257	-0.07740285795	-0.07344644445
	4.742183388e+30	0.1159066295	4.81725698e+30	-0.09212862961	-0.07650453948
	-0.05758039268	-0.09853238756	4.818552649e+30	0.07978789159	6.032148274e+30
	6.592104129e+30	-0.08301525404	-0.0905949303	-0.1208638015	-0.07787267583
	-0.07249447493	6.216981299e+30	0.06547089883	0.08402720221	7.149871688e+30
	7.608124029e+30	-0.05277622607	-0.08612305853	-0.05801159074	-0.05634815285
	-0.08613677415	7.309121354e+30	0.1218798128	0.06748806169	4.788470785e+30
	-0.0631818873	-0.04914170904	-0.07818234911	-0.1045843817	-0.05015329916
